var_idx,layer,axis,fixed_index,segment_id,forward_count,reverse_count,forward_edges,reverse_edges
0,1,x,0,0,1,1,"[('L1_X0_Y5', 'L1_X0_Y6')]","[('L1_X0_Y6', 'L1_X0_Y5')]"
1,1,x,2,0,1,1,"[('L1_X2_Y4', 'L1_X2_Y5')]","[('L1_X2_Y5', 'L1_X2_Y4')]"
2,1,x,3,0,1,1,"[('L1_X3_Y1', 'L1_X3_Y2')]","[('L1_X3_Y2', 'L1_X3_Y1')]"
3,1,x,4,0,2,2,"[('L1_X4_Y1', 'L1_X4_Y2'), ('L1_X4_Y2', 'L1_X4_Y3')]","[('L1_X4_Y2', 'L1_X4_Y1'), ('L1_X4_Y3', 'L1_X4_Y2')]"
4,1,x,5,0,1,1,"[('L1_X5_Y3', 'L1_X5_Y4')]","[('L1_X5_Y4', 'L1_X5_Y3')]"
5,1,x,6,0,1,1,"[('L1_X6_Y3', 'L1_X6_Y4')]","[('L1_X6_Y4', 'L1_X6_Y3')]"
6,1,x,7,0,2,2,"[('L1_X7_Y2', 'L1_X7_Y3'), ('L1_X7_Y3', 'L1_X7_Y4')]","[('L1_X7_Y3', 'L1_X7_Y2'), ('L1_X7_Y4', 'L1_X7_Y3')]"
7,1,x,8,0,1,1,"[('L1_X8_Y3', 'L1_X8_Y4')]","[('L1_X8_Y4', 'L1_X8_Y3')]"
8,1,x,9,0,1,1,"[('L1_X9_Y3', 'L1_X9_Y4')]","[('L1_X9_Y4', 'L1_X9_Y3')]"
9,1,x,10,0,1,1,"[('L1_X10_Y3', 'L1_X10_Y4')]","[('L1_X10_Y4', 'L1_X10_Y3')]"
10,1,x,11,0,2,2,"[('L1_X11_Y2', 'L1_X11_Y3'), ('L1_X11_Y3', 'L1_X11_Y4')]","[('L1_X11_Y3', 'L1_X11_Y2'), ('L1_X11_Y4', 'L1_X11_Y3')]"
11,1,x,12,0,1,1,"[('L1_X12_Y3', 'L1_X12_Y4')]","[('L1_X12_Y4', 'L1_X12_Y3')]"
12,1,x,13,0,3,3,"[('L1_X13_Y3', 'L1_X13_Y4'), ('L1_X13_Y4', 'L1_X13_Y5'), ('L1_X13_Y5', 'L1_X13_Y6')]","[('L1_X13_Y4', 'L1_X13_Y3'), ('L1_X13_Y5', 'L1_X13_Y4'), ('L1_X13_Y6', 'L1_X13_Y5')]"
13,1,x,14,0,1,1,"[('L1_X14_Y4', 'L1_X14_Y5')]","[('L1_X14_Y5', 'L1_X14_Y4')]"
14,1,y,1,0,2,2,"[('L1_X2_Y1', 'L1_X3_Y1'), ('L1_X3_Y1', 'L1_X4_Y1')]","[('L1_X3_Y1', 'L1_X2_Y1'), ('L1_X4_Y1', 'L1_X3_Y1')]"
15,1,y,2,0,1,1,"[('L1_X3_Y2', 'L1_X4_Y2')]","[('L1_X4_Y2', 'L1_X3_Y2')]"
16,1,y,3,0,1,1,"[('L1_X0_Y3', 'L1_X1_Y3')]","[('L1_X1_Y3', 'L1_X0_Y3')]"
17,1,y,3,1,9,9,"[('L1_X10_Y3', 'L1_X11_Y3'), ('L1_X11_Y3', 'L1_X12_Y3'), ('L1_X12_Y3', 'L1_X13_Y3'), ('L1_X4_Y3', 'L1_X5_Y3'), ('L1_X5_Y3', 'L1_X6_Y3'), ('L1_X6_Y3', 'L1_X7_Y3'), ('L1_X7_Y3', 'L1_X8_Y3'), ('L1_X8_Y3', 'L1_X9_Y3'), ('L1_X9_Y3', 'L1_X10_Y3')]","[('L1_X10_Y3', 'L1_X9_Y3'), ('L1_X11_Y3', 'L1_X10_Y3'), ('L1_X12_Y3', 'L1_X11_Y3'), ('L1_X13_Y3', 'L1_X12_Y3'), ('L1_X5_Y3', 'L1_X4_Y3'), ('L1_X6_Y3', 'L1_X5_Y3'), ('L1_X7_Y3', 'L1_X6_Y3'), ('L1_X8_Y3', 'L1_X7_Y3'), ('L1_X9_Y3', 'L1_X8_Y3')]"
18,1,y,4,0,9,9,"[('L1_X10_Y4', 'L1_X11_Y4'), ('L1_X11_Y4', 'L1_X12_Y4'), ('L1_X12_Y4', 'L1_X13_Y4'), ('L1_X13_Y4', 'L1_X14_Y4'), ('L1_X5_Y4', 'L1_X6_Y4'), ('L1_X6_Y4', 'L1_X7_Y4'), ('L1_X7_Y4', 'L1_X8_Y4'), ('L1_X8_Y4', 'L1_X9_Y4'), ('L1_X9_Y4', 'L1_X10_Y4')]","[('L1_X10_Y4', 'L1_X9_Y4'), ('L1_X11_Y4', 'L1_X10_Y4'), ('L1_X12_Y4', 'L1_X11_Y4'), ('L1_X13_Y4', 'L1_X12_Y4'), ('L1_X14_Y4', 'L1_X13_Y4'), ('L1_X6_Y4', 'L1_X5_Y4'), ('L1_X7_Y4', 'L1_X6_Y4'), ('L1_X8_Y4', 'L1_X7_Y4'), ('L1_X9_Y4', 'L1_X8_Y4')]"
19,1,y,5,0,1,1,"[('L1_X13_Y5', 'L1_X14_Y5')]","[('L1_X14_Y5', 'L1_X13_Y5')]"
20,2,x,0,0,4,4,"[('L2_X0_Y2', 'L2_X0_Y3'), ('L2_X0_Y3', 'L2_X0_Y4'), ('L2_X0_Y4', 'L2_X0_Y5'), ('L2_X0_Y5', 'L2_X0_Y6')]","[('L2_X0_Y3', 'L2_X0_Y2'), ('L2_X0_Y4', 'L2_X0_Y3'), ('L2_X0_Y5', 'L2_X0_Y4'), ('L2_X0_Y6', 'L2_X0_Y5')]"
21,2,x,1,0,2,2,"[('L2_X1_Y2', 'L2_X1_Y3'), ('L2_X1_Y3', 'L2_X1_Y4')]","[('L2_X1_Y3', 'L2_X1_Y2'), ('L2_X1_Y4', 'L2_X1_Y3')]"
22,2,x,2,0,4,4,"[('L2_X2_Y1', 'L2_X2_Y2'), ('L2_X2_Y2', 'L2_X2_Y3'), ('L2_X2_Y3', 'L2_X2_Y4'), ('L2_X2_Y4', 'L2_X2_Y5')]","[('L2_X2_Y2', 'L2_X2_Y1'), ('L2_X2_Y3', 'L2_X2_Y2'), ('L2_X2_Y4', 'L2_X2_Y3'), ('L2_X2_Y5', 'L2_X2_Y4')]"
23,2,x,3,0,5,5,"[('L2_X3_Y1', 'L2_X3_Y2'), ('L2_X3_Y2', 'L2_X3_Y3'), ('L2_X3_Y3', 'L2_X3_Y4'), ('L2_X3_Y4', 'L2_X3_Y5'), ('L2_X3_Y5', 'L2_X3_Y6')]","[('L2_X3_Y2', 'L2_X3_Y1'), ('L2_X3_Y3', 'L2_X3_Y2'), ('L2_X3_Y4', 'L2_X3_Y3'), ('L2_X3_Y5', 'L2_X3_Y4'), ('L2_X3_Y6', 'L2_X3_Y5')]"
24,2,x,4,0,5,5,"[('L2_X4_Y1', 'L2_X4_Y2'), ('L2_X4_Y2', 'L2_X4_Y3'), ('L2_X4_Y3', 'L2_X4_Y4'), ('L2_X4_Y4', 'L2_X4_Y5'), ('L2_X4_Y5', 'L2_X4_Y6')]","[('L2_X4_Y2', 'L2_X4_Y1'), ('L2_X4_Y3', 'L2_X4_Y2'), ('L2_X4_Y4', 'L2_X4_Y3'), ('L2_X4_Y5', 'L2_X4_Y4'), ('L2_X4_Y6', 'L2_X4_Y5')]"
25,2,x,5,0,2,2,"[('L2_X5_Y2', 'L2_X5_Y3'), ('L2_X5_Y3', 'L2_X5_Y4')]","[('L2_X5_Y3', 'L2_X5_Y2'), ('L2_X5_Y4', 'L2_X5_Y3')]"
26,2,x,6,0,5,5,"[('L2_X6_Y1', 'L2_X6_Y2'), ('L2_X6_Y2', 'L2_X6_Y3'), ('L2_X6_Y3', 'L2_X6_Y4'), ('L2_X6_Y4', 'L2_X6_Y5'), ('L2_X6_Y5', 'L2_X6_Y6')]","[('L2_X6_Y2', 'L2_X6_Y1'), ('L2_X6_Y3', 'L2_X6_Y2'), ('L2_X6_Y4', 'L2_X6_Y3'), ('L2_X6_Y5', 'L2_X6_Y4'), ('L2_X6_Y6', 'L2_X6_Y5')]"
27,2,x,7,0,3,3,"[('L2_X7_Y1', 'L2_X7_Y2'), ('L2_X7_Y2', 'L2_X7_Y3'), ('L2_X7_Y3', 'L2_X7_Y4')]","[('L2_X7_Y2', 'L2_X7_Y1'), ('L2_X7_Y3', 'L2_X7_Y2'), ('L2_X7_Y4', 'L2_X7_Y3')]"
28,2,x,8,0,4,4,"[('L2_X8_Y0', 'L2_X8_Y1'), ('L2_X8_Y1', 'L2_X8_Y2'), ('L2_X8_Y2', 'L2_X8_Y3'), ('L2_X8_Y3', 'L2_X8_Y4')]","[('L2_X8_Y1', 'L2_X8_Y0'), ('L2_X8_Y2', 'L2_X8_Y1'), ('L2_X8_Y3', 'L2_X8_Y2'), ('L2_X8_Y4', 'L2_X8_Y3')]"
29,2,x,9,0,4,4,"[('L2_X9_Y0', 'L2_X9_Y1'), ('L2_X9_Y1', 'L2_X9_Y2'), ('L2_X9_Y2', 'L2_X9_Y3'), ('L2_X9_Y3', 'L2_X9_Y4')]","[('L2_X9_Y1', 'L2_X9_Y0'), ('L2_X9_Y2', 'L2_X9_Y1'), ('L2_X9_Y3', 'L2_X9_Y2'), ('L2_X9_Y4', 'L2_X9_Y3')]"
30,2,x,10,0,6,6,"[('L2_X10_Y0', 'L2_X10_Y1'), ('L2_X10_Y1', 'L2_X10_Y2'), ('L2_X10_Y2', 'L2_X10_Y3'), ('L2_X10_Y3', 'L2_X10_Y4'), ('L2_X10_Y4', 'L2_X10_Y5'), ('L2_X10_Y5', 'L2_X10_Y6')]","[('L2_X10_Y1', 'L2_X10_Y0'), ('L2_X10_Y2', 'L2_X10_Y1'), ('L2_X10_Y3', 'L2_X10_Y2'), ('L2_X10_Y4', 'L2_X10_Y3'), ('L2_X10_Y5', 'L2_X10_Y4'), ('L2_X10_Y6', 'L2_X10_Y5')]"
31,2,x,11,0,4,4,"[('L2_X11_Y2', 'L2_X11_Y3'), ('L2_X11_Y3', 'L2_X11_Y4'), ('L2_X11_Y4', 'L2_X11_Y5'), ('L2_X11_Y5', 'L2_X11_Y6')]","[('L2_X11_Y3', 'L2_X11_Y2'), ('L2_X11_Y4', 'L2_X11_Y3'), ('L2_X11_Y5', 'L2_X11_Y4'), ('L2_X11_Y6', 'L2_X11_Y5')]"
32,2,x,12,0,2,2,"[('L2_X12_Y2', 'L2_X12_Y3'), ('L2_X12_Y3', 'L2_X12_Y4')]","[('L2_X12_Y3', 'L2_X12_Y2'), ('L2_X12_Y4', 'L2_X12_Y3')]"
33,2,x,13,0,4,4,"[('L2_X13_Y2', 'L2_X13_Y3'), ('L2_X13_Y3', 'L2_X13_Y4'), ('L2_X13_Y4', 'L2_X13_Y5'), ('L2_X13_Y5', 'L2_X13_Y6')]","[('L2_X13_Y3', 'L2_X13_Y2'), ('L2_X13_Y4', 'L2_X13_Y3'), ('L2_X13_Y5', 'L2_X13_Y4'), ('L2_X13_Y6', 'L2_X13_Y5')]"
34,2,x,14,0,6,6,"[('L2_X14_Y0', 'L2_X14_Y1'), ('L2_X14_Y1', 'L2_X14_Y2'), ('L2_X14_Y2', 'L2_X14_Y3'), ('L2_X14_Y3', 'L2_X14_Y4'), ('L2_X14_Y4', 'L2_X14_Y5'), ('L2_X14_Y5', 'L2_X14_Y6')]","[('L2_X14_Y1', 'L2_X14_Y0'), ('L2_X14_Y2', 'L2_X14_Y1'), ('L2_X14_Y3', 'L2_X14_Y2'), ('L2_X14_Y4', 'L2_X14_Y3'), ('L2_X14_Y5', 'L2_X14_Y4'), ('L2_X14_Y6', 'L2_X14_Y5')]"
35,2,y,0,0,2,2,"[('L2_X8_Y0', 'L2_X9_Y0'), ('L2_X9_Y0', 'L2_X10_Y0')]","[('L2_X10_Y0', 'L2_X9_Y0'), ('L2_X9_Y0', 'L2_X8_Y0')]"
36,2,y,0,1,1,1,"[('L2_X13_Y0', 'L2_X14_Y0')]","[('L2_X14_Y0', 'L2_X13_Y0')]"
37,2,y,1,0,4,4,"[('L2_X6_Y1', 'L2_X7_Y1'), ('L2_X7_Y1', 'L2_X8_Y1'), ('L2_X8_Y1', 'L2_X9_Y1'), ('L2_X9_Y1', 'L2_X10_Y1')]","[('L2_X10_Y1', 'L2_X9_Y1'), ('L2_X7_Y1', 'L2_X6_Y1'), ('L2_X8_Y1', 'L2_X7_Y1'), ('L2_X9_Y1', 'L2_X8_Y1')]"
38,2,y,1,1,2,2,"[('L2_X2_Y1', 'L2_X3_Y1'), ('L2_X3_Y1', 'L2_X4_Y1')]","[('L2_X3_Y1', 'L2_X2_Y1'), ('L2_X4_Y1', 'L2_X3_Y1')]"
39,2,y,2,0,14,14,"[('L2_X0_Y2', 'L2_X1_Y2'), ('L2_X10_Y2', 'L2_X11_Y2'), ('L2_X11_Y2', 'L2_X12_Y2'), ('L2_X12_Y2', 'L2_X13_Y2'), ('L2_X13_Y2', 'L2_X14_Y2'), ('L2_X1_Y2', 'L2_X2_Y2'), ('L2_X2_Y2', 'L2_X3_Y2'), ('L2_X3_Y2', 'L2_X4_Y2'), ('L2_X4_Y2', 'L2_X5_Y2'), ('L2_X5_Y2', 'L2_X6_Y2'), ('L2_X6_Y2', 'L2_X7_Y2'), ('L2_X7_Y2', 'L2_X8_Y2'), ('L2_X8_Y2', 'L2_X9_Y2'), ('L2_X9_Y2', 'L2_X10_Y2')]","[('L2_X10_Y2', 'L2_X9_Y2'), ('L2_X11_Y2', 'L2_X10_Y2'), ('L2_X12_Y2', 'L2_X11_Y2'), ('L2_X13_Y2', 'L2_X12_Y2'), ('L2_X14_Y2', 'L2_X13_Y2'), ('L2_X1_Y2', 'L2_X0_Y2'), ('L2_X2_Y2', 'L2_X1_Y2'), ('L2_X3_Y2', 'L2_X2_Y2'), ('L2_X4_Y2', 'L2_X3_Y2'), ('L2_X5_Y2', 'L2_X4_Y2'), ('L2_X6_Y2', 'L2_X5_Y2'), ('L2_X7_Y2', 'L2_X6_Y2'), ('L2_X8_Y2', 'L2_X7_Y2'), ('L2_X9_Y2', 'L2_X8_Y2')]"
40,2,y,3,0,14,14,"[('L2_X0_Y3', 'L2_X1_Y3'), ('L2_X10_Y3', 'L2_X11_Y3'), ('L2_X11_Y3', 'L2_X12_Y3'), ('L2_X12_Y3', 'L2_X13_Y3'), ('L2_X13_Y3', 'L2_X14_Y3'), ('L2_X1_Y3', 'L2_X2_Y3'), ('L2_X2_Y3', 'L2_X3_Y3'), ('L2_X3_Y3', 'L2_X4_Y3'), ('L2_X4_Y3', 'L2_X5_Y3'), ('L2_X5_Y3', 'L2_X6_Y3'), ('L2_X6_Y3', 'L2_X7_Y3'), ('L2_X7_Y3', 'L2_X8_Y3'), ('L2_X8_Y3', 'L2_X9_Y3'), ('L2_X9_Y3', 'L2_X10_Y3')]","[('L2_X10_Y3', 'L2_X9_Y3'), ('L2_X11_Y3', 'L2_X10_Y3'), ('L2_X12_Y3', 'L2_X11_Y3'), ('L2_X13_Y3', 'L2_X12_Y3'), ('L2_X14_Y3', 'L2_X13_Y3'), ('L2_X1_Y3', 'L2_X0_Y3'), ('L2_X2_Y3', 'L2_X1_Y3'), ('L2_X3_Y3', 'L2_X2_Y3'), ('L2_X4_Y3', 'L2_X3_Y3'), ('L2_X5_Y3', 'L2_X4_Y3'), ('L2_X6_Y3', 'L2_X5_Y3'), ('L2_X7_Y3', 'L2_X6_Y3'), ('L2_X8_Y3', 'L2_X7_Y3'), ('L2_X9_Y3', 'L2_X8_Y3')]"
41,2,y,4,0,14,14,"[('L2_X0_Y4', 'L2_X1_Y4'), ('L2_X10_Y4', 'L2_X11_Y4'), ('L2_X11_Y4', 'L2_X12_Y4'), ('L2_X12_Y4', 'L2_X13_Y4'), ('L2_X13_Y4', 'L2_X14_Y4'), ('L2_X1_Y4', 'L2_X2_Y4'), ('L2_X2_Y4', 'L2_X3_Y4'), ('L2_X3_Y4', 'L2_X4_Y4'), ('L2_X4_Y4', 'L2_X5_Y4'), ('L2_X5_Y4', 'L2_X6_Y4'), ('L2_X6_Y4', 'L2_X7_Y4'), ('L2_X7_Y4', 'L2_X8_Y4'), ('L2_X8_Y4', 'L2_X9_Y4'), ('L2_X9_Y4', 'L2_X10_Y4')]","[('L2_X10_Y4', 'L2_X9_Y4'), ('L2_X11_Y4', 'L2_X10_Y4'), ('L2_X12_Y4', 'L2_X11_Y4'), ('L2_X13_Y4', 'L2_X12_Y4'), ('L2_X14_Y4', 'L2_X13_Y4'), ('L2_X1_Y4', 'L2_X0_Y4'), ('L2_X2_Y4', 'L2_X1_Y4'), ('L2_X3_Y4', 'L2_X2_Y4'), ('L2_X4_Y4', 'L2_X3_Y4'), ('L2_X5_Y4', 'L2_X4_Y4'), ('L2_X6_Y4', 'L2_X5_Y4'), ('L2_X7_Y4', 'L2_X6_Y4'), ('L2_X8_Y4', 'L2_X7_Y4'), ('L2_X9_Y4', 'L2_X8_Y4')]"
42,2,y,5,0,1,1,"[('L2_X10_Y5', 'L2_X11_Y5')]","[('L2_X11_Y5', 'L2_X10_Y5')]"
43,2,y,5,1,1,1,"[('L2_X13_Y5', 'L2_X14_Y5')]","[('L2_X14_Y5', 'L2_X13_Y5')]"
44,2,y,5,2,2,2,"[('L2_X2_Y5', 'L2_X3_Y5'), ('L2_X3_Y5', 'L2_X4_Y5')]","[('L2_X3_Y5', 'L2_X2_Y5'), ('L2_X4_Y5', 'L2_X3_Y5')]"
45,2,y,6,0,1,1,"[('L2_X0_Y6', 'L2_X1_Y6')]","[('L2_X1_Y6', 'L2_X0_Y6')]"
46,2,y,6,1,6,6,"[('L2_X10_Y6', 'L2_X11_Y6'), ('L2_X11_Y6', 'L2_X12_Y6'), ('L2_X12_Y6', 'L2_X13_Y6'), ('L2_X13_Y6', 'L2_X14_Y6'), ('L2_X8_Y6', 'L2_X9_Y6'), ('L2_X9_Y6', 'L2_X10_Y6')]","[('L2_X10_Y6', 'L2_X9_Y6'), ('L2_X11_Y6', 'L2_X10_Y6'), ('L2_X12_Y6', 'L2_X11_Y6'), ('L2_X13_Y6', 'L2_X12_Y6'), ('L2_X14_Y6', 'L2_X13_Y6'), ('L2_X9_Y6', 'L2_X8_Y6')]"
47,2,y,6,2,1,1,"[('L2_X3_Y6', 'L2_X4_Y6')]","[('L2_X4_Y6', 'L2_X3_Y6')]"
48,3,x,0,0,4,4,"[('L3_X0_Y2', 'L3_X0_Y3'), ('L3_X0_Y3', 'L3_X0_Y4'), ('L3_X0_Y4', 'L3_X0_Y5'), ('L3_X0_Y5', 'L3_X0_Y6')]","[('L3_X0_Y3', 'L3_X0_Y2'), ('L3_X0_Y4', 'L3_X0_Y3'), ('L3_X0_Y5', 'L3_X0_Y4'), ('L3_X0_Y6', 'L3_X0_Y5')]"
49,3,x,1,0,2,2,"[('L3_X1_Y2', 'L3_X1_Y3'), ('L3_X1_Y3', 'L3_X1_Y4')]","[('L3_X1_Y3', 'L3_X1_Y2'), ('L3_X1_Y4', 'L3_X1_Y3')]"
50,3,x,2,0,5,5,"[('L3_X2_Y1', 'L3_X2_Y2'), ('L3_X2_Y2', 'L3_X2_Y3'), ('L3_X2_Y3', 'L3_X2_Y4'), ('L3_X2_Y4', 'L3_X2_Y5'), ('L3_X2_Y5', 'L3_X2_Y6')]","[('L3_X2_Y2', 'L3_X2_Y1'), ('L3_X2_Y3', 'L3_X2_Y2'), ('L3_X2_Y4', 'L3_X2_Y3'), ('L3_X2_Y5', 'L3_X2_Y4'), ('L3_X2_Y6', 'L3_X2_Y5')]"
51,3,x,3,0,5,5,"[('L3_X3_Y1', 'L3_X3_Y2'), ('L3_X3_Y2', 'L3_X3_Y3'), ('L3_X3_Y3', 'L3_X3_Y4'), ('L3_X3_Y4', 'L3_X3_Y5'), ('L3_X3_Y5', 'L3_X3_Y6')]","[('L3_X3_Y2', 'L3_X3_Y1'), ('L3_X3_Y3', 'L3_X3_Y2'), ('L3_X3_Y4', 'L3_X3_Y3'), ('L3_X3_Y5', 'L3_X3_Y4'), ('L3_X3_Y6', 'L3_X3_Y5')]"
52,3,x,4,0,5,5,"[('L3_X4_Y1', 'L3_X4_Y2'), ('L3_X4_Y2', 'L3_X4_Y3'), ('L3_X4_Y3', 'L3_X4_Y4'), ('L3_X4_Y4', 'L3_X4_Y5'), ('L3_X4_Y5', 'L3_X4_Y6')]","[('L3_X4_Y2', 'L3_X4_Y1'), ('L3_X4_Y3', 'L3_X4_Y2'), ('L3_X4_Y4', 'L3_X4_Y3'), ('L3_X4_Y5', 'L3_X4_Y4'), ('L3_X4_Y6', 'L3_X4_Y5')]"
53,3,x,5,0,4,4,"[('L3_X5_Y2', 'L3_X5_Y3'), ('L3_X5_Y3', 'L3_X5_Y4'), ('L3_X5_Y4', 'L3_X5_Y5'), ('L3_X5_Y5', 'L3_X5_Y6')]","[('L3_X5_Y3', 'L3_X5_Y2'), ('L3_X5_Y4', 'L3_X5_Y3'), ('L3_X5_Y5', 'L3_X5_Y4'), ('L3_X5_Y6', 'L3_X5_Y5')]"
54,3,x,6,0,5,5,"[('L3_X6_Y1', 'L3_X6_Y2'), ('L3_X6_Y2', 'L3_X6_Y3'), ('L3_X6_Y3', 'L3_X6_Y4'), ('L3_X6_Y4', 'L3_X6_Y5'), ('L3_X6_Y5', 'L3_X6_Y6')]","[('L3_X6_Y2', 'L3_X6_Y1'), ('L3_X6_Y3', 'L3_X6_Y2'), ('L3_X6_Y4', 'L3_X6_Y3'), ('L3_X6_Y5', 'L3_X6_Y4'), ('L3_X6_Y6', 'L3_X6_Y5')]"
55,3,x,7,0,5,5,"[('L3_X7_Y0', 'L3_X7_Y1'), ('L3_X7_Y1', 'L3_X7_Y2'), ('L3_X7_Y2', 'L3_X7_Y3'), ('L3_X7_Y3', 'L3_X7_Y4'), ('L3_X7_Y4', 'L3_X7_Y5')]","[('L3_X7_Y1', 'L3_X7_Y0'), ('L3_X7_Y2', 'L3_X7_Y1'), ('L3_X7_Y3', 'L3_X7_Y2'), ('L3_X7_Y4', 'L3_X7_Y3'), ('L3_X7_Y5', 'L3_X7_Y4')]"
56,3,x,8,0,6,6,"[('L3_X8_Y0', 'L3_X8_Y1'), ('L3_X8_Y1', 'L3_X8_Y2'), ('L3_X8_Y2', 'L3_X8_Y3'), ('L3_X8_Y3', 'L3_X8_Y4'), ('L3_X8_Y4', 'L3_X8_Y5'), ('L3_X8_Y5', 'L3_X8_Y6')]","[('L3_X8_Y1', 'L3_X8_Y0'), ('L3_X8_Y2', 'L3_X8_Y1'), ('L3_X8_Y3', 'L3_X8_Y2'), ('L3_X8_Y4', 'L3_X8_Y3'), ('L3_X8_Y5', 'L3_X8_Y4'), ('L3_X8_Y6', 'L3_X8_Y5')]"
57,3,x,9,0,6,6,"[('L3_X9_Y0', 'L3_X9_Y1'), ('L3_X9_Y1', 'L3_X9_Y2'), ('L3_X9_Y2', 'L3_X9_Y3'), ('L3_X9_Y3', 'L3_X9_Y4'), ('L3_X9_Y4', 'L3_X9_Y5'), ('L3_X9_Y5', 'L3_X9_Y6')]","[('L3_X9_Y1', 'L3_X9_Y0'), ('L3_X9_Y2', 'L3_X9_Y1'), ('L3_X9_Y3', 'L3_X9_Y2'), ('L3_X9_Y4', 'L3_X9_Y3'), ('L3_X9_Y5', 'L3_X9_Y4'), ('L3_X9_Y6', 'L3_X9_Y5')]"
58,3,x,10,0,6,6,"[('L3_X10_Y0', 'L3_X10_Y1'), ('L3_X10_Y1', 'L3_X10_Y2'), ('L3_X10_Y2', 'L3_X10_Y3'), ('L3_X10_Y3', 'L3_X10_Y4'), ('L3_X10_Y4', 'L3_X10_Y5'), ('L3_X10_Y5', 'L3_X10_Y6')]","[('L3_X10_Y1', 'L3_X10_Y0'), ('L3_X10_Y2', 'L3_X10_Y1'), ('L3_X10_Y3', 'L3_X10_Y2'), ('L3_X10_Y4', 'L3_X10_Y3'), ('L3_X10_Y5', 'L3_X10_Y4'), ('L3_X10_Y6', 'L3_X10_Y5')]"
59,3,x,11,0,6,6,"[('L3_X11_Y0', 'L3_X11_Y1'), ('L3_X11_Y1', 'L3_X11_Y2'), ('L3_X11_Y2', 'L3_X11_Y3'), ('L3_X11_Y3', 'L3_X11_Y4'), ('L3_X11_Y4', 'L3_X11_Y5'), ('L3_X11_Y5', 'L3_X11_Y6')]","[('L3_X11_Y1', 'L3_X11_Y0'), ('L3_X11_Y2', 'L3_X11_Y1'), ('L3_X11_Y3', 'L3_X11_Y2'), ('L3_X11_Y4', 'L3_X11_Y3'), ('L3_X11_Y5', 'L3_X11_Y4'), ('L3_X11_Y6', 'L3_X11_Y5')]"
